id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.title,attachments.0.url,attachments.0.width,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.bot,author.clan,author.clan.badge,author.clan.identity_enabled,author.clan.identity_guild_id,author.clan.tag,author.discriminator,author.global_name,author.id,author.primary_guild,author.primary_guild.badge,author.primary_guild.identity_enabled,author.primary_guild.identity_guild_id,author.primary_guild.tag,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.icon_url,embeds.0.author.name,embeds.0.author.proxy_icon_url,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.footer.icon_url,embeds.0.footer.proxy_icon_url,embeds.0.footer.text,embeds.0.image.flags,embeds.0.image.height,embeds.0.image.placeholder,embeds.0.image.placeholder_version,embeds.0.image.proxy_url,embeds.0.image.url,embeds.0.image.width,embeds.0.provider.name,embeds.0.provider.url,embeds.0.reference_id,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.timestamp,embeds.0.title,embeds.0.type,embeds.0.url,embeds.0.video.flags,embeds.0.video.height,embeds.0.video.placeholder,embeds.0.video.placeholder_version,embeds.0.video.proxy_url,embeds.0.video.url,embeds.0.video.width,flags,interaction,interaction.id,interaction.name,interaction.type,interaction.user.avatar,interaction.user.avatar_decoration_data,interaction.user.clan,interaction.user.discriminator,interaction.user.global_name,interaction.user.id,interaction.user.primary_guild,interaction.user.public_flags,interaction.user.username,mention_channels,mention_everyone,mentions,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.avatar_decoration_data.asset,mentions.0.avatar_decoration_data.expires_at,mentions.0.avatar_decoration_data.sku_id,mentions.0.bot,mentions.0.clan,mentions.0.clan.badge,mentions.0.clan.identity_enabled,mentions.0.clan.identity_guild_id,mentions.0.clan.tag,mentions.0.discriminator,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.primary_guild.badge,mentions.0.primary_guild.identity_enabled,mentions.0.primary_guild.identity_guild_id,mentions.0.primary_guild.tag,mentions.0.public_flags,mentions.0.username,mentions.1.avatar,mentions.1.avatar_decoration_data,mentions.1.bot,mentions.1.clan,mentions.1.discriminator,mentions.1.global_name,mentions.1.id,mentions.1.primary_guild,mentions.1.public_flags,mentions.1.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,referenced_message,resolved,role_subscription_data,sticker_items,sticker_items.0.format_type,sticker_items.0.id,sticker_items.0.name,stickers,thread,timestamp,tts,type,userName,webhook_id
1332247545480613929,,,,,,,,,,,,,,,,,a_a45e3259d85305e8fa8ab209bc617213,,a_8ffa2ba9bff18e96b76c2e66fd0d7fa3,,1144307957425778779,,,86735389348f3eacfa519eb553df38fd,true,1247268142879604810,^_^,0,wheat,534951388728262687,,86735389348f3eacfa519eb553df38fd,true,1247268142879604810,^_^,256,wheated,,1013855610871226480,,wdym,2025-01-24T07:16:06.805Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,,,,,,,,,,,1013855610871226480,991099143705600000,1332247468657610785,0,,false,0,,,,,,,,,,,2025-01-24T07:16:06.805000+00:00,false,19,wheated,
1332247537242869844,,,,,,,,,,,,,,,,,bc0f647e3156dd53b3c10573011cd066,,a_a44e9335ea869639fdf812f3642a56a6,,1282816431871754281,,,,,,,0,wpy,229156775499268097,,,,,,0,wpy,,1013855610871226480,,She been sold out for like 3 hrs,2025-01-24T07:16:04.841Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,,,,,,,,,,,1013855610871226480,991099143705600000,1332247436852334592,0,,false,0,,,,,,,,,,,2025-01-24T07:16:04.841000+00:00,false,19,wpy,
1332247533313069056,,,,,,,,,,,,,,,,,4fecc6ff448c5e85068f8120e6002f91,,,,,,,,,,,0,chefboyardli,398644150339371016,,,,,,0,chefboyardli,,1013855610871226480,,i think this been oos for hours gango,2025-01-24T07:16:03.904Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,,,,,,,,,,,1013855610871226480,991099143705600000,1332247436852334592,0,,false,0,,,,,,,,,,,2025-01-24T07:16:03.904000+00:00,false,19,chefboyardli,
1332247498332573727,,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,FUCKKKK I WANTED TO OWN MY BABY GIRL,2025-01-24T07:15:55.564Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:55.564000+00:00,false,0,alqosh,
1332247488144343072,,,,,,,,,,,,,,,,,ae8742b2ba4853f5b50640e312b8fcc0,,,,,,,,,,,0,TZ,1217214779815366748,,,,,,0,teetothezee,,1013855610871226480,,https://x.com/nikitabier,2025-01-24T07:15:53.135Z,,,,,,,1942002,1,"I make apps grow really fast\. ex\-founder @gasappteam \(acq by discord\), ex\-founder @thetbhapp \(acq by facebook\)",https://abs.twimg.com/responsive-web/client-web/icon-default.522d363a.png,https://images-ext-1.discordapp.net/external/PTMEN2KUDPVc1f15BqpREEpYn-iIisxHLwkH_jLnaPo/https/abs.twimg.com/responsive-web/client-web/icon-default.522d363a.png,X,,,,,,,,,,,,,,,,,,,Nikita Bier (@nikitabier) on X,rich,https://twitter.com/nikitabier,,,,,,,,1024,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:53.135000+00:00,false,0,teetothezee,
1332247468657610785,,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,MY MONEY CAME TOO LATE,2025-01-24T07:15:48.489Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:48.489000+00:00,false,0,alqosh,
1332247447531159583,,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,DUCKKK,2025-01-24T07:15:43.452Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:43.452000+00:00,false,0,alqosh,
1332247440606236752,,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,FUCK,2025-01-24T07:15:41.801Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:41.801000+00:00,false,0,alqosh,
1332247436852334592,,,,,1,image/jpeg,IMG_6316.png,2796,1332247436655329371,O/gFAwS4XgRYbYFGNbCu+hU=,1,https://media.discordapp.net/attachments/1013855610871226480/1332247436655329371/IMG_6316.png?ex=67948f9c&is=67933e1c&hm=0e36f0846fbd4b7311078939bc28dbeffb1f184fa029abfe25f4a4ff8160c21d&,396119,,https://cdn.discordapp.com/attachments/1013855610871226480/1332247436655329371/IMG_6316.png?ex=67948f9c&is=67933e1c&hm=0e36f0846fbd4b7311078939bc28dbeffb1f184fa029abfe25f4a4ff8160c21d&,1290,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,NO NO NOO,2025-01-24T07:15:40.906Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:40.906000+00:00,false,0,alqosh,
1332247435086532630,,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,NO FUCK,2025-01-24T07:15:40.485Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:40.485000+00:00,false,0,alqosh,
1332247432116830228,,,,,,,,,,,,,,,,,eb21c6cdca5d247a07f374bf66b02f00,,,,,,,,,,,0,futty,762629328676454421,,,,,,0,_futty_,,1013855610871226480,,app name,2025-01-24T07:15:39.777Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:39.777000+00:00,false,0,_futty_,
1332247419613745163,,,,,,,,,,,,,,,,,eb21c6cdca5d247a07f374bf66b02f00,,,,,,,,,,,0,futty,762629328676454421,,,,,,0,_futty_,,1013855610871226480,,like just with the,2025-01-24T07:15:36.796Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:36.796000+00:00,false,0,_futty_,
1332247413381009449,,,,,,,,,,,,,,,,,4fecc6ff448c5e85068f8120e6002f91,,,,,,,,,,,0,chefboyardli,398644150339371016,,,,,,0,chefboyardli,,1013855610871226480,,W glaze,2025-01-24T07:15:35.310Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:35.310000+00:00,false,0,chefboyardli,
1332247407106326539,,,,,,,,,,,,,,,,,bc0f647e3156dd53b3c10573011cd066,,a_a44e9335ea869639fdf812f3642a56a6,,1282816431871754281,,,,,,,0,wpy,229156775499268097,,,,,,0,wpy,,1013855610871226480,,Ui reminds me of cashapp,2025-01-24T07:15:33.814Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:33.814000+00:00,false,0,wpy,
1332247405709623297,,,,,,,,,,,,,,,,,ae8742b2ba4853f5b50640e312b8fcc0,,,,,,,,,,,0,TZ,1217214779815366748,,,,,,0,teetothezee,,1013855610871226480,,https://x.com/j0hnwang/status/1882661431856025710,2025-01-24T07:15:33.481Z,,,,,,,1942002,1,"the founder of vine is on clout

so is @based16z, @lmrankhan, @nikitabier, @basedkarbon, and @icebergy\_

is this the next friendtech",https://abs.twimg.com/responsive-web/client-web/icon-default.522d363a.png,https://images-ext-1.discordapp.net/external/PTMEN2KUDPVc1f15BqpREEpYn-iIisxHLwkH_jLnaPo/https/abs.twimg.com/responsive-web/client-web/icon-default.522d363a.png,X,0,2048,OvgFAwBhggmogoATzyKJbzg=,1,https://images-ext-1.discordapp.net/external/HImX4fRSRjKg-Bmokn_IdY-kC-gBHVuZs6RRkzxzSNE/https/pbs.twimg.com/media/GiCOltmaMAAYNh9.jpg%3Alarge,https://pbs.twimg.com/media/GiCOltmaMAAYNh9.jpg:large,945,,,,,,,,,,,2025-01-24T05:27:18.169000+00:00,John Wang (@j0hnwang) on X,rich,https://twitter.com/j0hnwang/status/1882661431856025710,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:33.481000+00:00,false,0,teetothezee,
1332247402433871895,,,,,,,,,,,,,,,,,eb21c6cdca5d247a07f374bf66b02f00,,,,,,,,,,,0,futty,762629328676454421,,,,,,0,_futty_,,1013855610871226480,,they shoulve made thier own token,2025-01-24T07:15:32.700Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,ae8742b2ba4853f5b50640e312b8fcc0,,,,,,,,,,,0,TZ,1217214779815366748,,,,,,0,teetothezee,,,,,,,,,,,,1013855610871226480,991099143705600000,1332247326156394517,0,,false,0,,,,,,,,,,,2025-01-24T07:15:32.700000+00:00,false,19,_futty_,
1332247326156394517,,,,,,,,,,,,,,,,,ae8742b2ba4853f5b50640e312b8fcc0,,,,,,,,,,,0,TZ,1217214779815366748,,,,,,0,teetothezee,,1013855610871226480,,https://x.com/j0hnwang/status/1882684894410891508,2025-01-24T07:15:14.514Z,,,,,,,1942002,1,"\.@cloutdotme’s app UX is incredible

truly think they might be the next breakout crypto app on the Appstore

2025 is going to be the year crypto goes mobile",https://abs.twimg.com/responsive-web/client-web/icon-default.522d363a.png,https://images-ext-1.discordapp.net/external/PTMEN2KUDPVc1f15BqpREEpYn-iIisxHLwkH_jLnaPo/https/abs.twimg.com/responsive-web/client-web/icon-default.522d363a.png,X,,,,,,,,,,,,,,,,,,2025-01-24T07:00:32.078000+00:00,John Wang (@j0hnwang) on X,rich,https://twitter.com/j0hnwang/status/1882684894410891508,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:15:14.514000+00:00,false,0,teetothezee,
1332247102100738119,,,,,,,,,,,,,,,,,4fecc6ff448c5e85068f8120e6002f91,,,,,,,,,,,0,chefboyardli,398644150339371016,,,,,,0,chefboyardli,,1013855610871226480,,technically,2025-01-24T07:14:21.095Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:14:21.095000+00:00,false,0,chefboyardli,
1332247069951528982,,,,,,,,,,,,,,,,,4cf1356b8c1a3f64ae2c1a6f5a8d63ea,,,,,,,,,,,0,captain,302489576704835585,,,,,,0,.imcaptain,,1013855610871226480,,he made a coin ?,2025-01-24T07:14:13.430Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,4fecc6ff448c5e85068f8120e6002f91,,,,,,,,,,,0,chefboyardli,398644150339371016,,,,,,0,chefboyardli,,,,,,,,,,,,1013855610871226480,991099143705600000,1332247030390722590,0,,false,0,,,,,,,,,,,2025-01-24T07:14:13.430000+00:00,false,19,.imcaptain,
1332247052079599637,,,,,,,,,,,,,,,,,f23da8ca94616965f5b39c7fbdecbdcd,,,,,,,,,,,0,1D,324430599987265539,,,,,,0,1dgen_,,1013855610871226480,,VINEE,2025-01-24T07:14:09.169Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,2025-01-24T07:14:09.169000+00:00,false,0,1dgen_,
1332247030390722590,,,,,,,,,,,,,,,,,4fecc6ff448c5e85068f8120e6002f91,,,,,,,,,,,0,chefboyardli,398644150339371016,,,,,,0,chefboyardli,,1013855610871226480,,content creator,2025-01-24T07:14:03.998Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,false,,4cf1356b8c1a3f64ae2c1a6f5a8d63ea,,,,,,,,,,,0,captain,302489576704835585,,,,,,0,.imcaptain,,,,,,,,,,,,1013855610871226480,991099143705600000,1332246844868263966,0,,false,0,,,,,,,,,,,2025-01-24T07:14:03.998000+00:00,false,19,chefboyardli,
