id,activity,application,application_id,attachments,attachments.0.content_scan_version,attachments.0.content_type,attachments.0.filename,attachments.0.height,attachments.0.id,attachments.0.placeholder,attachments.0.placeholder_version,attachments.0.proxy_url,attachments.0.size,attachments.0.url,attachments.0.width,author.avatar,author.avatar_decoration_data,author.avatar_decoration_data.asset,author.avatar_decoration_data.expires_at,author.avatar_decoration_data.sku_id,author.bot,author.clan,author.clan.badge,author.clan.identity_enabled,author.clan.identity_guild_id,author.clan.tag,author.discriminator,author.global_name,author.id,author.primary_guild,author.primary_guild.badge,author.primary_guild.identity_enabled,author.primary_guild.identity_guild_id,author.primary_guild.tag,author.public_flags,author.username,call,channel_id,components,content,date,edited_timestamp,embeds,embeds.0.author.icon_url,embeds.0.author.name,embeds.0.author.proxy_icon_url,embeds.0.author.url,embeds.0.color,embeds.0.content_scan_version,embeds.0.description,embeds.0.footer.icon_url,embeds.0.footer.proxy_icon_url,embeds.0.footer.text,embeds.0.image.flags,embeds.0.image.height,embeds.0.image.proxy_url,embeds.0.image.url,embeds.0.image.width,embeds.0.thumbnail.flags,embeds.0.thumbnail.height,embeds.0.thumbnail.placeholder,embeds.0.thumbnail.placeholder_version,embeds.0.thumbnail.proxy_url,embeds.0.thumbnail.url,embeds.0.thumbnail.width,embeds.0.title,embeds.0.type,embeds.0.url,flags,interaction,mention_channels,mention_everyone,mentions,mentions.0.avatar,mentions.0.avatar_decoration_data,mentions.0.avatar_decoration_data.asset,mentions.0.avatar_decoration_data.expires_at,mentions.0.avatar_decoration_data.sku_id,mentions.0.bot,mentions.0.clan,mentions.0.clan.badge,mentions.0.clan.identity_enabled,mentions.0.clan.identity_guild_id,mentions.0.clan.tag,mentions.0.discriminator,mentions.0.global_name,mentions.0.id,mentions.0.primary_guild,mentions.0.primary_guild.badge,mentions.0.primary_guild.identity_enabled,mentions.0.primary_guild.identity_guild_id,mentions.0.primary_guild.tag,mentions.0.public_flags,mentions.0.username,message_reference,message_reference.channel_id,message_reference.guild_id,message_reference.message_id,message_reference.type,nonce,pinned,position,reactions,referenced_message,resolved,role_subscription_data,sticker_items,stickers,thread,timestamp,tts,type,userName,webhook_id
1332214551512616980,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,like at all,2025-01-24T05:05:00.430Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:05:00.430000+00:00,false,0,alqosh,
1332214544176644137,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,shes deadass not even cute,2025-01-24T05:04:58.681Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:04:58.681000+00:00,false,0,alqosh,
1332214534144000053,,,,,,,,,,,,,,,,e30dbedd299fb30ee15e8c3fcb7c5135,,,,,,,,,,,0,spaiidz,319965132094701570,,,,,,256,spaiidz,,1013855610871226480,,https://cdn.discordapp.com/attachments/1272352340627947550/1289324395596349501/attachment.gif,2025-01-24T05:04:56.289Z,,,,,,,,1,,,,,,,,,,32,553,6RgSJQSIh2+JiHiIeHdohjeEcGYJ,1,https://media.discordapp.net/attachments/1272352340627947550/1289324395596349501/attachment.gif?ex=6794a22a&is=679350aa&hm=99cd94e0927eb0f9cf70c2e011cc5fea6020032b3c609a6acbc6f555c7ad2ba5&,https://cdn.discordapp.com/attachments/1272352340627947550/1289324395596349501/attachment.gif?ex=6794a22a&is=679350aa&hm=99cd94e0927eb0f9cf70c2e011cc5fea6020032b3c609a6acbc6f555c7ad2ba5&,400,,image,https://cdn.discordapp.com/attachments/1272352340627947550/1289324395596349501/attachment.gif,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:04:56.289000+00:00,false,0,spaiidz,
1332214533556670506,,,,,,,,,,,,,,,,be77fc179bd2b3226db142ac61ae4ffd,,a_1b4de195cb3d8a181aaacc6caf719749,1739260800,1313309630851448833,,,,,,,0,villainarc36,396540381195534349,,,,,,0,villainarc36,,1013855610871226480,,im gooning,2025-01-24T05:04:56.149Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,991099143705600000,1332214396906242058,0,,false,0,,,,,,,,2025-01-24T05:04:56.149000+00:00,false,19,villainarc36,
1332214487054553149,,,,,,,,,,,,,,,,fc7cd4924c8266e68cacf29450103637,,,,,,,,,,,0,cun t,974642614236217344,,,,,,0,artificial_al,,1013855610871226480,,fucking cmon 5 m already,2025-01-24T05:04:45.062Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:04:45.062000+00:00,false,0,artificial_al,
1332214477231357974,,,,,,,,,,,,,,,,7b6903cc983e2a61f27fcf2ea83b320e,,,,,,,,,,,0,blurri,493943020425576490,,,,,,64,blurriii,,1013855610871226480,,Im in to this,2025-01-24T05:04:42.720Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,991099143705600000,1332214396906242058,0,,false,0,,,,,,,,2025-01-24T05:04:42.720000+00:00,false,19,blurriii,
1332214437720883241,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,homewrecking blackmail,2025-01-24T05:04:33.300Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:04:33.300000+00:00,false,0,alqosh,
1332214412047679569,,,,,,,,,,,,,,,,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,tf kinda caption is this,2025-01-24T05:04:27.179Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:04:27.179000+00:00,false,0,alqosh,
1332214396906242058,,,,,1,image/png,image.png,289,1332214396688007289,CBgGE4YWx1WgjHSJBpF6AJg=,1,https://media.discordapp.net/attachments/1013855610871226480/1332214396688007289/image.png?ex=679470d7&is=67931f57&hm=37bc0404f0f6f7760b6bce3ed7006af1ed56faaa9745a0ad6daeaee4d8e7eb8d&,159583,https://cdn.discordapp.com/attachments/1013855610871226480/1332214396688007289/image.png?ex=679470d7&is=67931f57&hm=37bc0404f0f6f7760b6bce3ed7006af1ed56faaa9745a0ad6daeaee4d8e7eb8d&,608,35ff286a9e07add0a201b2c5f4653eea,,,,,,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,Ant,972046210649161748,,aa3ae17cf3404b511debb7316bcd8b8d,true,1176267490641334367,rich,0,alqosh,,1013855610871226480,,,2025-01-24T05:04:23.569Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,2025-01-24T05:04:23.569000+00:00,false,0,alqosh,
1332214161102471208,,,,,,,,,,,,,,,,5b15f5e20262cd1f38fbbc6d148bf2d1,,,,,,,,,,,0,sundayalpha,790435988891238450,,,,,,0,sundayalpha,,1013855610871226480,,is alon getting an everyday?,2025-01-24T05:03:27.349Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,false,,fe3156ef558994891468f4f5d160a2b8,,,,,true,,,,,,7141,,1310338209229832254,,,,,,0,Wuup,,1013855610871226480,991099143705600000,1332213828821323807,0,,false,0,,,,,,,,2025-01-24T05:03:27.349000+00:00,false,19,sundayalpha,
